"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
promis_fatexp45,pastor_section_4_of_11,FATEXP45,radio,"In the past 7 days
How sluggish were you on average?","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_fatexp45_qposition] <> ''",,,,,,
promis_fatexp45_tscore,pastor_section_4_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_fatexp45_qposition] <> ''",,,,,,
promis_fatexp45_stderror,pastor_section_4_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_fatexp45_qposition] <> ''",,,,,,
promis_fatexp45_qposition,pastor_section_4_of_11,,text,"Question Position",,,integer,,,,"[promis_fatexp45_qposition] <> ''",,,,,,
promis_fatexp46,pastor_section_4_of_11,FATEXP46,radio,"In the past 7 days
On how many days was your fatigue worse in the morning?","1, None | 2, 1 day | 3, 2-3 days | 4, 4-5 days | 5, 6-7 days",,,,,,"[promis_fatexp46_qposition] <> ''",,,,,,
promis_fatexp46_tscore,pastor_section_4_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_fatexp46_qposition] <> ''",,,,,,
promis_fatexp46_stderror,pastor_section_4_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_fatexp46_qposition] <> ''",,,,,,
promis_fatexp46_qposition,pastor_section_4_of_11,,text,"Question Position",,,integer,,,,"[promis_fatexp46_qposition] <> ''",,,,,,
promis_fatexp48,pastor_section_4_of_11,FATEXP48,radio,"In the past 7 days
How often did you find yourself getting tired easily?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_fatexp48_qposition] <> ''",,,,,,
promis_fatexp48_tscore,pastor_section_4_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_fatexp48_qposition] <> ''",,,,,,
promis_fatexp48_stderror,pastor_section_4_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_fatexp48_qposition] <> ''",,,,,,
promis_fatexp48_qposition,pastor_section_4_of_11,,text,"Question Position",,,integer,,,,"[promis_fatexp48_qposition] <> ''",,,,,,
promis_fatexp49,pastor_section_4_of_11,FATEXP49,radio,"In the past 7 days
How often did you think about your fatigue?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_fatexp49_qposition] <> ''",,,,,,
promis_fatexp49_tscore,pastor_section_4_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_fatexp49_qposition] <> ''",,,,,,
promis_fatexp49_stderror,pastor_section_4_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_fatexp49_qposition] <> ''",,,,,,
promis_fatexp49_qposition,pastor_section_4_of_11,,text,"Question Position",,,integer,,,,"[promis_fatexp49_qposition] <> ''",,,,,,
promis_fatexp50,pastor_section_4_of_11,FATEXP50,radio,"In the past 7 days
How fatigued were you on the day you felt least fatigued?","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_fatexp50_qposition] <> ''",,,,,,
promis_fatexp50_tscore,pastor_section_4_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_fatexp50_qposition] <> ''",,,,,,
promis_fatexp50_stderror,pastor_section_4_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_fatexp50_qposition] <> ''",,,,,,
promis_fatexp50_qposition,pastor_section_4_of_11,,text,"Question Position",,,integer,,,,"[promis_fatexp50_qposition] <> ''",,,,,,
promis_fatexp51,pastor_section_4_of_11,FATEXP51,radio,"In the past 7 days
How easily did you find yourself getting tired on average?","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_fatexp51_qposition] <> ''",,,,,,
promis_fatexp51_tscore,pastor_section_4_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_fatexp51_qposition] <> ''",,,,,,
promis_fatexp51_stderror,pastor_section_4_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_fatexp51_qposition] <> ''",,,,,,
promis_fatexp51_qposition,pastor_section_4_of_11,,text,"Question Position",,,integer,,,,"[promis_fatexp51_qposition] <> ''",,,,,,
promis_fatexp52,pastor_section_4_of_11,FATEXP52,radio,"In the past 7 days
How wiped out were you on average?","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_fatexp52_qposition] <> ''",,,,,,
promis_fatexp52_tscore,pastor_section_4_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_fatexp52_qposition] <> ''",,,,,,
promis_fatexp52_stderror,pastor_section_4_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_fatexp52_qposition] <> ''",,,,,,
promis_fatexp52_qposition,pastor_section_4_of_11,,text,"Question Position",,,integer,,,,"[promis_fatexp52_qposition] <> ''",,,,,,
promis_fatexp54,pastor_section_4_of_11,FATEXP54,radio,"In the past 7 days
How often did you have physical energy?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_fatexp54_qposition] <> ''",,,,,,
promis_fatexp54_tscore,pastor_section_4_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_fatexp54_qposition] <> ''",,,,,,
promis_fatexp54_stderror,pastor_section_4_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_fatexp54_qposition] <> ''",,,,,,
promis_fatexp54_qposition,pastor_section_4_of_11,,text,"Question Position",,,integer,,,,"[promis_fatexp54_qposition] <> ''",,,,,,
promis_fatexp56,pastor_section_4_of_11,FATEXP56,radio,"In the past 7 days
What was the level of your fatigue on most days?","1, None | 2, Mild | 3, Moderate | 4, Severe | 5, Very severe",,,,,,"[promis_fatexp56_qposition] <> ''",,,,,,
promis_fatexp56_tscore,pastor_section_4_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_fatexp56_qposition] <> ''",,,,,,
promis_fatexp56_stderror,pastor_section_4_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_fatexp56_qposition] <> ''",,,,,,
promis_fatexp56_qposition,pastor_section_4_of_11,,text,"Question Position",,,integer,,,,"[promis_fatexp56_qposition] <> ''",,,,,,
promis_hi7,pastor_section_4_of_11,HI7,radio,"During the past 7 days:
I feel fatigued","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_hi7_qposition] <> ''",,,,,,
promis_hi7_tscore,pastor_section_4_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_hi7_qposition] <> ''",,,,,,
promis_hi7_stderror,pastor_section_4_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_hi7_qposition] <> ''",,,,,,
promis_hi7_qposition,pastor_section_4_of_11,,text,"Question Position",,,integer,,,,"[promis_hi7_qposition] <> ''",,,,,,
promis_hi12,pastor_section_4_of_11,HI12,radio,"During the past 7 days:
I feel weak all over","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_hi12_qposition] <> ''",,,,,,
promis_hi12_tscore,pastor_section_4_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_hi12_qposition] <> ''",,,,,,
promis_hi12_stderror,pastor_section_4_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_hi12_qposition] <> ''",,,,,,
promis_hi12_qposition,pastor_section_4_of_11,,text,"Question Position",,,integer,,,,"[promis_hi12_qposition] <> ''",,,,,,
promis_an1,pastor_section_4_of_11,AN1,radio,"During the past 7 days:
I feel listless (""washed out"")","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_an1_qposition] <> ''",,,,,,
promis_an1_tscore,pastor_section_4_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_an1_qposition] <> ''",,,,,,
promis_an1_stderror,pastor_section_4_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_an1_qposition] <> ''",,,,,,
promis_an1_qposition,pastor_section_4_of_11,,text,"Question Position",,,integer,,,,"[promis_an1_qposition] <> ''",,,,,,
promis_an2,pastor_section_4_of_11,An2,radio,"During the past 7 days:
I feel tired","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_an2_qposition] <> ''",,,,,,
promis_an2_tscore,pastor_section_4_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_an2_qposition] <> ''",,,,,,
promis_an2_stderror,pastor_section_4_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_an2_qposition] <> ''",,,,,,
promis_an2_qposition,pastor_section_4_of_11,,text,"Question Position",,,integer,,,,"[promis_an2_qposition] <> ''",,,,,,
promis_an3,pastor_section_4_of_11,An3,radio,"During the past 7 days:
I have trouble <u>starting</u> things because I am tired","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_an3_qposition] <> ''",,,,,,
promis_an3_tscore,pastor_section_4_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_an3_qposition] <> ''",,,,,,
promis_an3_stderror,pastor_section_4_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_an3_qposition] <> ''",,,,,,
promis_an3_qposition,pastor_section_4_of_11,,text,"Question Position",,,integer,,,,"[promis_an3_qposition] <> ''",,,,,,
promis_an4,pastor_section_4_of_11,An4,radio,"During the past 7 days:
I have trouble <u>finishing</u> things because I am tired","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_an4_qposition] <> ''",,,,,,
promis_an4_tscore,pastor_section_4_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_an4_qposition] <> ''",,,,,,
promis_an4_stderror,pastor_section_4_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_an4_qposition] <> ''",,,,,,
promis_an4_qposition,pastor_section_4_of_11,,text,"Question Position",,,integer,,,,"[promis_an4_qposition] <> ''",,,,,,
promis_an8,pastor_section_4_of_11,An8,radio,"During the past 7 days:
I need to sleep during the day","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_an8_qposition] <> ''",,,,,,
promis_an8_tscore,pastor_section_4_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_an8_qposition] <> ''",,,,,,
promis_an8_stderror,pastor_section_4_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_an8_qposition] <> ''",,,,,,
promis_an8_qposition,pastor_section_4_of_11,,text,"Question Position",,,integer,,,,"[promis_an8_qposition] <> ''",,,,,,
promis_an12,pastor_section_4_of_11,An12,radio,"During the past 7 days:
I am too tired to eat","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_an12_qposition] <> ''",,,,,,
promis_an12_tscore,pastor_section_4_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_an12_qposition] <> ''",,,,,,
promis_an12_stderror,pastor_section_4_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_an12_qposition] <> ''",,,,,,
promis_an12_qposition,pastor_section_4_of_11,,text,"Question Position",,,integer,,,,"[promis_an12_qposition] <> ''",,,,,,
promis_an14,pastor_section_4_of_11,An14,radio,"During the past 7 days:
I need help doing my usual activities","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_an14_qposition] <> ''",,,,,,
promis_an14_tscore,pastor_section_4_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_an14_qposition] <> ''",,,,,,
promis_an14_stderror,pastor_section_4_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_an14_qposition] <> ''",,,,,,
promis_an14_qposition,pastor_section_4_of_11,,text,"Question Position",,,integer,,,,"[promis_an14_qposition] <> ''",,,,,,
promis_an15,pastor_section_4_of_11,An15,radio,"During the past 7 days:
I am frustrated by being too tired to do the things I want to do","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_an15_qposition] <> ''",,,,,,
promis_an15_tscore,pastor_section_4_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_an15_qposition] <> ''",,,,,,
promis_an15_stderror,pastor_section_4_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_an15_qposition] <> ''",,,,,,
promis_an15_qposition,pastor_section_4_of_11,,text,"Question Position",,,integer,,,,"[promis_an15_qposition] <> ''",,,,,,
promis_an16,pastor_section_4_of_11,An16,radio,"During the past 7 days:
I have to limit my social activity because I am tired","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_an16_qposition] <> ''",,,,,,
promis_an16_tscore,pastor_section_4_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_an16_qposition] <> ''",,,,,,
promis_an16_stderror,pastor_section_4_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_an16_qposition] <> ''",,,,,,
promis_an16_qposition,pastor_section_4_of_11,,text,"Question Position",,,integer,,,,"[promis_an16_qposition] <> ''",,,,,,
promis_an5,pastor_section_4_of_11,An5,radio,"During the past 7 days:
I have energy","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_an5_qposition] <> ''",,,,,,
promis_an5_tscore,pastor_section_4_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_an5_qposition] <> ''",,,,,,
promis_an5_stderror,pastor_section_4_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_an5_qposition] <> ''",,,,,,
promis_an5_qposition,pastor_section_4_of_11,,text,"Question Position",,,integer,,,,"[promis_an5_qposition] <> ''",,,,,,
promis_an7,pastor_section_4_of_11,An7,radio,"During the past 7 days:
I am able to do my usual activities","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_an7_qposition] <> ''",,,,,,
promis_an7_tscore,pastor_section_4_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_an7_qposition] <> ''",,,,,,
promis_an7_stderror,pastor_section_4_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_an7_qposition] <> ''",,,,,,
promis_an7_qposition,pastor_section_4_of_11,,text,"Question Position",,,integer,,,,"[promis_an7_qposition] <> ''",,,,,,
promis_tscore_bc5773,pastor_section_5_of_11,"FINAL RESULTS",text,T-score,,,number,,,,"[promis_tscore_bc5773] <> ''",,,,,,
promis_std_error_4f0f41,pastor_section_5_of_11,,text,"Standard Error",,,number,,,,"[promis_std_error_4f0f41] <> ''",,,,,,
promis_sleep19,pastor_section_5_of_11,Sleep19,radio,"In the past 7 days
I tried to sleep whenever I could.","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_sleep19_qposition] <> ''",,,,,,
promis_sleep19_tscore,pastor_section_5_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_sleep19_qposition] <> ''",,,,,,
promis_sleep19_stderror,pastor_section_5_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_sleep19_qposition] <> ''",,,,,,
promis_sleep19_qposition,pastor_section_5_of_11,,text,"Question Position",,,integer,,,,"[promis_sleep19_qposition] <> ''",,,,,,
promis_sleep29,pastor_section_5_of_11,Sleep29,radio,"In the past 7 days
My daytime activities were disturbed by poor sleep.","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_sleep29_qposition] <> ''",,,,,,
promis_sleep29_tscore,pastor_section_5_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_sleep29_qposition] <> ''",,,,,,
promis_sleep29_stderror,pastor_section_5_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_sleep29_qposition] <> ''",,,,,,
promis_sleep29_qposition,pastor_section_5_of_11,,text,"Question Position",,,integer,,,,"[promis_sleep29_qposition] <> ''",,,,,,
promis_sleep6,pastor_section_5_of_11,Sleep6,radio,"In the past 7 days
I was sleepy during the daytime.","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_sleep6_qposition] <> ''",,,,,,
promis_sleep6_tscore,pastor_section_5_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_sleep6_qposition] <> ''",,,,,,
promis_sleep6_stderror,pastor_section_5_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_sleep6_qposition] <> ''",,,,,,
promis_sleep6_qposition,pastor_section_5_of_11,,text,"Question Position",,,integer,,,,"[promis_sleep6_qposition] <> ''",,,,,,
promis_sleep7,pastor_section_5_of_11,Sleep7,radio,"In the past 7 days
I had trouble staying awake during the day.","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_sleep7_qposition] <> ''",,,,,,
promis_sleep7_tscore,pastor_section_5_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_sleep7_qposition] <> ''",,,,,,
promis_sleep7_stderror,pastor_section_5_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_sleep7_qposition] <> ''",,,,,,
promis_sleep7_qposition,pastor_section_5_of_11,,text,"Question Position",,,integer,,,,"[promis_sleep7_qposition] <> ''",,,,,,
promis_sleep10,pastor_section_5_of_11,Sleep10,radio,"In the past 7 days
I had a hard time getting things done because I was sleepy.","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_sleep10_qposition] <> ''",,,,,,
promis_sleep10_tscore,pastor_section_5_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_sleep10_qposition] <> ''",,,,,,
promis_sleep10_stderror,pastor_section_5_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_sleep10_qposition] <> ''",,,,,,
promis_sleep10_qposition,pastor_section_5_of_11,,text,"Question Position",,,integer,,,,"[promis_sleep10_qposition] <> ''",,,,,,
promis_sleep11,pastor_section_5_of_11,Sleep11,radio,"In the past 7 days
I had a hard time concentrating because I was sleepy.","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_sleep11_qposition] <> ''",,,,,,
promis_sleep11_tscore,pastor_section_5_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_sleep11_qposition] <> ''",,,,,,
promis_sleep11_stderror,pastor_section_5_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_sleep11_qposition] <> ''",,,,,,
promis_sleep11_qposition,pastor_section_5_of_11,,text,"Question Position",,,integer,,,,"[promis_sleep11_qposition] <> ''",,,,,,
promis_sleep18,pastor_section_5_of_11,Sleep18,radio,"In the past 7 days
I felt tired.","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_sleep18_qposition] <> ''",,,,,,
promis_sleep18_tscore,pastor_section_5_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_sleep18_qposition] <> ''",,,,,,
promis_sleep18_stderror,pastor_section_5_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_sleep18_qposition] <> ''",,,,,,
promis_sleep18_qposition,pastor_section_5_of_11,,text,"Question Position",,,integer,,,,"[promis_sleep18_qposition] <> ''",,,,,,
promis_sleep25,pastor_section_5_of_11,Sleep25,radio,"In the past 7 days
I had problems during the day because of poor sleep.","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_sleep25_qposition] <> ''",,,,,,
promis_sleep25_tscore,pastor_section_5_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_sleep25_qposition] <> ''",,,,,,
promis_sleep25_stderror,pastor_section_5_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_sleep25_qposition] <> ''",,,,,,
promis_sleep25_qposition,pastor_section_5_of_11,,text,"Question Position",,,integer,,,,"[promis_sleep25_qposition] <> ''",,,,,,
promis_sleep27,pastor_section_5_of_11,Sleep27,radio,"In the past 7 days
I had a hard time concentrating because of poor sleep.","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_sleep27_qposition] <> ''",,,,,,
promis_sleep27_tscore,pastor_section_5_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_sleep27_qposition] <> ''",,,,,,
